Id,Sample_id,File_name,Default,Type,Severity,Label
679,202400679,long method_NodeImpl#namedNodeMapsEqual NamedNodeMap|NamedNodeMap.java,long method,function,none,0
680,202400680,long method_DeleteResultSet#close.java,long method,function,none,0
681,202400681,long method_logAccess Integer|InetAddress|Principal|String|String|String.java,long method,function,none,0
682,202400682,long method_MXMLXMLListNode#getName.java,long method,function,none,0
683,202400683,long method_AbstractJavadocMojo#collectTaglets.java,long method,function,none,0
684,202400684,long method_UnsafeByteArrayOutputStream#writeByte int.java,long method,function,none,0
685,202400685,long method_MP4Header#getSTTSAtom.java,long method,function,none,0
686,202400686,long method_XChange#getNonceFactory.java,long method,function,none,0
687,202400687,long method_TypeInsteadOfConstructorLinkingCandidate#getFeature.java,long method,function,none,0
688,202400688,long method_TPrimitiveTypeEntry#clear.java,long method,function,none,0
689,202400689,long method_TextStringBuilder#appendln boolean.java,long method,function,none,0
690,202400690,long method_TelegramServiceRestBotAPIAdapter RestBotAPI.java,long method,function,none,0
691,202400691,long method_TDSReader#readIntBigEndian.java,long method,function,none,0
692,202400692,long method_Symbol#getByteAt long.java,long method,function,none,0
693,202400693,long method_StatementMetadataNode#evaluate BindingSet.java,long method,function,none,0
694,202400694,long method_SpoolingBufferQueue#add RawFragmentBatchWrapper.java,long method,function,none,0
695,202400695,long method_SketchEstimatePostAggregator#hashCode.java,long method,function,none,0
696,202400696,long method_ServiceConfigurationListener#notifyOverrides.java,long method,function,none,0
697,202400697,long method_ServerStats#getLastProcessedZxid.java,long method,function,none,0
698,202400698,long method_ResTable_config#colorModeWideColorGamut.java,long method,function,none,0
699,202400699,long method_RepositoryCollectionResourceMapping#getItemResourceRel.java,long method,function,none,0
700,202400700,long method_Remapper#createSignatureRemapper SignatureVisitor.java,long method,function,none,0
701,202400701,long method_UntouchableMutableSet#symmetricDifference SetIterable<? extends T>.java,long method,function,none,0
702,202400702,long method_union Range<Integer>|Range<Integer>.java,long method,function,none,0
703,202400703,long method_SubRangeMap#put Range<K>|V.java,long method,function,none,0
704,202400704,long method_RequestScheduleService#deleteRequestSchedule HttpHeaders|UriInfo|String.java,long method,function,none,0
705,202400705,long method_ReflectData#validate Schema|Object.java,long method,function,none,0
706,202400706,long method_Reader|int|int|int.java,long method,function,none,0
707,202400707,long method_QDWebExplorerFragment#configWebView QMUIWebViewContainer|QMUIWebView.java,long method,function,none,0
708,202400708,long method_PTFDesc#getLlInfo.java,long method,function,none,0
709,202400709,long method_PlanningSet#get Fragment.java,long method,function,none,0
710,202400710,long method_NullableBigIntJsonConverter#startField.java,long method,function,none,0
711,202400711,long method_Node#getQualifiedNameObject.java,long method,function,none,0
712,202400712,long method_newScheduledThreadPool int.java,long method,function,none,0
713,202400713,long method_NamenodeFsck#lostFoundInit DFSClient.java,long method,function,none,0
714,202400714,long method_Message#getGroupSequence.java,long method,function,none,0
715,202400715,long method_LinkedList#lastIndexOf Object.java,long method,function,none,0
716,202400716,long method_LevenshteinDistance#getThreshold.java,long method,function,none,0
717,202400717,long method_isWindows String.java,long method,function,none,0
718,202400718,long method_InternalParametersTestLanguageExParser#synpred7_InternalParametersTestLanguageEx_fragment.java,long method,function,none,0
719,202400719,long method_InstanceImpl#stop.java,long method,function,none,0
720,202400720,long method_HttpAsyncClientBuilder#disableAutomaticRetries.java,long method,function,none,0
721,202400721,long method_HStore#hasReferences.java,long method,function,none,0
722,202400722,long method_HLLMergedStatistic#configure OptionManager.java,long method,function,none,0
723,202400723,long method_HibernateTransactionManager#getEntityInterceptor.java,long method,function,none,0
724,202400724,long method_Hashtable#elements.java,long method,function,none,0
725,202400725,long method_PoolingConnection#prepareStatement String|int|int.java,long method,function,none,0
726,202400726,long method_Namespaces#setSubscribeRate String|String|SubscribeRate.java,long method,function,none,0
727,202400727,long method_ModifiableViewTableInitializerExpressionFactory#generationStrategy RelOptTable|int.java,long method,function,none,0
728,202400728,long method_ImportImpl#eGet int|boolean|boolean.java,long method,function,none,0
729,202400729,long method_getCauseMessage Throwable.java,long method,function,none,0
730,202400730,long method_FelixDelegator#shell String.java,long method,function,none,0
731,202400731,long method_DFSClient#removeFileBeingWritten long.java,long method,function,none,0
732,202400732,long method_DataInput#peekUnsignedByte int.java,long method,function,none,0
733,202400733,long method_CreatePullPoint#create String.java,long method,function,none,0
734,202400734,long method_ContentAssistTestLanguageFactoryImpl#createModel.java,long method,function,none,0
735,202400735,long method_ColumnDesc#hashCode.java,long method,function,none,0
736,202400736,long method_ChildUimaContext_impl#getInstrumentationFacility.java,long method,function,none,0
737,202400737,long method_APIRequestGetTestLeads#requestFieldDataField.java,long method,function,none,0
738,202400738,long method_APIRequestGetReactions#requestProfileTypeField boolean.java,long method,function,none,0
739,202400739,long method_AllType#recursionUnsafeHashCode.java,long method,function,none,0
740,202400740,long method_AddStorageAccountParameters#withSuffix String.java,long method,function,none,0
741,202400741,long method_AdaptiveTrackSelection#enable.java,long method,function,none,0
742,202400742,long method_AbstractCrossReferenceProposalTestLanguageUiModule#bindContentAssistContext$Factory.java,long method,function,none,0
743,202400743,long method_getPropertyEditorClass Object|String.java,long method,function,none,0
744,202400744,long method_FileSystemView#lockSourceAndCopy File|File.java,long method,function,none,0
745,202400745,long method_ExternalJavaClass JavaClass|boolean.java,long method,function,none,0
746,202400746,long method_DeleteCommand ByteBuffer|List<RecordId>.java,long method,function,none,0
747,202400747,long method_createEmptyInitModule BuildTarget|ProjectFilesystem|ActionGraphBuilder.java,long method,function,none,0
748,202400748,long method_CheckReporterTTY#reportClass CheckError|J9ClassPointer|String.java,long method,function,none,0
749,202400749,long method_CassandraModSeqProvider#tryUpdateModSeq CassandraId|ModSeq.java,long method,function,none,0
750,202400750,long method_AnnotationValueHandler#invoke Object|Method|Object[].java,long method,function,none,0
751,202400751,long method_#convertValue ActionFields|String.java,long method,function,none,0
752,202400752,long method_DDdependableFinder#getDependable DataDictionary|UUID.java,long method,function,none,0
753,202400753,long method_Quota#equals Object.java,long method,function,none,0
754,202400754,long method_LogEventMultiplexer#streamStarted LogEvent.java,long method,function,none,0
755,202400755,long method_filteredFieldNamesOf AbstractDescribedSObjectBase|Predicate<SObjectField>.java,long method,function,none,0
756,202400756,long method_DisambiguatorEngine#getSelectionsInContext String|Collection<String>|String.java,long method,function,none,0
757,202400757,long method_removeTablespaceForTest String.java,long method,function,none,0
758,202400758,long method_EagleServiceBaseClient#silence boolean.java,long method,function,none,0
759,202400759,long method_BuildController#setServiceHost IBuildServiceHost.java,long method,function,none,0
760,202400760,long method_DefaultHandlerStrategiesBuilder#localeContextResolver LocaleContextResolver.java,long method,function,none,0
761,202400761,long method_DefaultSecurityConfigurer#namenodePrincipal String.java,long method,function,none,0
762,202400762,long method_LogstreamPropertyRegistry#toString.java,long method,function,none,0
763,202400763,long method_CandidateIdFilter EntityCollectionManagerFactory|EntityIndexFactory|IndexLocationStrategyFactory|IndexProducer.java,long method,function,none,0
764,202400764,long method_DefaultQueryRewriter#beforeRewrite Query.java,long method,function,none,0
765,202400765,long method_UnicodeSet int.java,long method,function,none,0
766,202400766,long method_HashCode#equals Object.java,long method,function,none,0
767,202400767,long method_BinaryQValue#getStream.java,long method,function,none,0
768,202400768,long method_opInvokeDirect Prototype.java,long method,function,none,0
769,202400769,long method_ChannelServiceModify#deleteMapping String|String.java,long method,function,none,0
770,202400770,long method_ProductResource#getReferenceResources.java,long method,function,none,0
771,202400771,long method_NativeNTLM#getErrorMessage NTLMState.java,long method,function,none,0
772,202400772,long method_JPAPlainSchemaDAO#findByKeyword String.java,long method,function,none,0
773,202400773,long method_DelAccessMgrRestImpl#sessionPermissions Session.java,long method,function,none,0
774,202400774,long method_bootServiceModule boolean|Object|String|Properties.java,long method,function,none,0
775,202400775,long method_AutoincrementCounter#update long.java,long method,function,none,0
776,202400776,long method_LifxLightStateChanger LifxLightContext|LifxLightCommunicationHandler.java,long method,function,none,0
777,202400777,long method_ThreadSafeComponentHandler#dispose.java,long method,function,none,0
778,202400778,long method_gunzip File|File.java,long method,function,none,0
779,202400779,long method_YearGroupCalculator#calculate Object.java,long method,function,none,0
780,202400780,long method_ExtendedType#equals ExtendedType.java,long method,function,none,0
781,202400781,long method_from String.java,long method,function,none,0
782,202400782,long method_getClassVersion Class.java,long method,function,none,0
783,202400783,long method_VersionItemStateManager#setNodeReferences ChangeLog.java,long method,function,none,0
784,202400784,long method_AddTextAction#actionPerformed ActionEvent.java,long method,function,none,0
785,202400785,long method_SimpleExoPlayer#seekTo int|long.java,long method,function,none,0
786,202400786,long method_PhotoEntry#setPositionExt GphotoPosition.java,long method,function,none,0
787,202400787,long method_AssignProcedure#startTransition MasterProcedureEnv|RegionStateNode.java,long method,function,none,0
788,202400788,long method_DefaultDataBag#spill.java,long method,function,none,0
789,202400789,long method_RecurringDepositAccountDepositCommandHandler#processCommand JsonCommand.java,long method,function,none,0
790,202400790,long method__ReportingService2005SoapService#listJobs.java,long method,function,none,0
791,202400791,long method_NodeRenderer#getTreeCellRendererComponent JTree|Object|boolean|boolean|boolean|int|boolean.java,long method,function,none,0
792,202400792,long method_AccountEntityServiceForSavingsImpl#validateSelfUserAccountMapping Long.java,long method,function,none,0
793,202400793,long method_getOsPrincipalClass.java,long method,function,none,0
794,202400794,long method_AnimationRoot#getEventType String.java,long method,function,none,0
795,202400795,long method_MultiEncoder#encode T.java,long method,function,none,0
796,202400796,long method_parseParametersOptional MethodSpec|List<? extends VariableElement>.java,long method,function,none,0
797,202400797,long method_ReportRestClient#countExecutions String.java,long method,function,none,0
798,202400798,long method_AvroRpcResourceManager int.java,long method,function,none,0
799,202400799,long method_matchAll String.java,long method,function,none,0
800,202400800,long method_ProjectStatePreferences#setProcedureParams String.java,long method,function,none,0
801,202400801,long method_ExternalSortExec#calculateFanout int|int|int|int.java,long method,function,none,0
802,202400802,long method_element_value_Writer#visitAnnotation Annotation_element_value|Boolean.java,long method,function,none,0
803,202400803,long method_isPronoun Markable.java,long method,function,none,0
804,202400804,long method_GphotoStarred#consumeAttributes AttributeHelper.java,long method,function,none,0
805,202400805,long method_CacheSimple#size.java,long method,function,none,0
806,202400806,long method_ExtendedResourcePredicate#evaluate Resource.java,long method,function,none,0
807,202400807,long method_NotRunningJob#killTaskAttempt KillTaskAttemptRequest.java,long method,function,none,0
808,202400808,long method_Tracker#saw T.java,long method,function,none,0
809,202400809,long method_ReadRecordFactory#close.java,long method,function,none,0
810,202400810,long method_getNonDerivedContents EObject.java,long method,function,none,0
811,202400811,long method_CapturedType#cloneWithMetadata TypeMetadata.java,long method,function,none,0
812,202400812,long method_ImmutableComparatorRegistry#iterator.java,long method,function,none,0
813,202400813,long method_ProtoSigCacheKey#hashCode.java,long method,function,none,0
814,202400814,long method_StorageLocation#removeSegment DataSegment.java,long method,function,none,0
815,202400815,long method_CachingSource#setResponse CachedSourceResponse.java,long method,function,none,0
816,202400816,long method_HoverView#applyAttributes AttributeSet.java,long method,function,none,0
817,202400817,long method_JavaVMOption String|ImagePointer.java,long method,function,none,0
818,202400818,long method_Evaluator#iterate DoubleWritable.java,long method,function,none,0
819,202400819,long method_DischargeCompletion#onDischargeSuccess.java,long method,function,none,0
820,202400820,long method_CpEntityManager#getCounterNames.java,long method,function,none,0
821,202400821,long method_VisualizationResource#copy VisualizationResource.java,long method,function,none,0
822,202400822,long method_NonFatalErrorHelper Workspace.java,long method,function,none,0
823,202400823,long method_AggregationManager#getAggregation String.java,long method,function,none,0
824,202400824,long method_DeviceImpl#supportsSensorType SensorEnum.java,long method,function,none,0
825,202400825,long method_multiPointRelateEnvelope_ MultiPoint|Envelope|double|int|ProgressTracker.java,long method,function,none,0
826,202400826,long method_SimpleTransactionFactory#createTransaction String|int.java,long method,function,none,0
827,202400827,long method_Vector3D#equals Object.java,long method,function,none,0
828,202400828,long method_TConstableElementImpl#eUnset int.java,long method,function,none,0
829,202400829,long method_StreamCollectorSubscriber#onSubscribe Subscription.java,long method,function,none,0
830,202400830,long method_Serializer#serialize EventMessage.java,long method,function,none,0
831,202400831,long method_RuleParserImpl#variable.java,long method,function,none,0
832,202400832,long method_ResourceTransformerSupport#findResourceUrlProvider HttpServletRequest.java,long method,function,none,0
833,202400833,long method_resolveClassFile String.java,long method,function,none,0
834,202400834,long method_ReactorGroups#listMembers ListMembersRequest.java,long method,function,none,0
835,202400835,long method_NoOpVertexManager#onVertexManagerEventReceived VertexManagerEvent.java,long method,function,none,0
836,202400836,long method_X509CertSelector#setExtendedKeyUsage Set<String>.java,long method,function,none,0
837,202400837,long method_verifyReply String|String|SecretKey.java,long method,function,none,0
838,202400838,long method_TableContentProvider#inputChanged Viewer|Object|Object.java,long method,function,none,0
839,202400839,long method_ShadowMap#checkShadowPickers String|Class<?>.java,long method,function,none,0
840,202400840,long method_SavingsAccountsApiResource#getSavingsTemplate Long|Long|String.java,long method,function,none,0
841,202400841,long method_RexShuttle#visitFieldCollations List<RexFieldCollation>|boolean[].java,long method,function,none,0
842,202400842,long method_RepositoryServiceImpl String|String|BatchReadConfig|int|int.java,long method,function,none,0
843,202400843,long method_QuantileState#collapse Iterable<QuantileBuffer<T>>.java,long method,function,none,0
844,202400844,long method_ProgressListener|OperationType.java,long method,function,none,0
845,202400845,long method_PosixVirtualMemoryProvider#mapFile PointerBase|UnsignedWord|WordBase|UnsignedWord|int.java,long method,function,none,0
846,202400846,long method_OperationResponseFactory#create HttpStatus|HttpHeaders|byte[].java,long method,function,none,0
847,202400847,long method_NetRexxEngine#initialize BSFManager|String|Vector.java,long method,function,none,0
848,202400848,long method_MembershipProviderBase#hasMembers.java,long method,function,none,0
849,202400849,long method_MarkerRangeImpl#getTriggers.java,long method,function,none,0
850,202400850,long method_LongBinaryHashFunctionFactory#createBinaryHashFunction.java,long method,function,none,0
851,202400851,long method_LargeMessageControllerImpl#getByte long.java,long method,function,none,0
852,202400852,long method_JPAReportExecDAO#delete String.java,long method,function,none,0
853,202400853,long method_JedisClusterKeyCommands#dump byte[].java,long method,function,none,0
854,202400854,long method_JavaScriptProcesor#getSupportedSourceVersion.java,long method,function,none,0
855,202400855,long method_InternalXtextParser#rule__Disjunction__Group_1__0.java,long method,function,none,0
856,202400856,long method_IgnoreElementsSubscriber#scanUnsafe Attr.java,long method,function,none,0
857,202400857,long method_HeapByteBuffer#put byte.java,long method,function,none,0
858,202400858,long method_getZynamicsDirectory String.java,long method,function,none,0
859,202400859,long method_fromName String.java,long method,function,none,0
860,202400860,long method_ForwardingList#remove int.java,long method,function,none,0
861,202400861,long method_ExtractMethodUserInputPage#setVisible boolean.java,long method,function,none,0
862,202400862,long method_ExecutionControlForwarder#commandLoop.java,long method,function,none,0
863,202400863,long method_DocWriter#openHyperlink HyperlinkInfo.java,long method,function,none,0
864,202400864,long method_DistributedQueue#element.java,long method,function,none,0
865,202400865,long method_DefaultIndexingContext#deleteIndexFiles boolean.java,long method,function,none,0
866,202400866,long method_DataItemCombo#removeModifyListener ModifyListener.java,long method,function,none,0
867,202400867,long method_createTimeoutCheckScheduler.java,long method,function,none,0
868,202400868,long method_CPlatformEmbeddedFrame#requestWindowFocus.java,long method,function,none,0
869,202400869,long method_ConnectionInteraction#open.java,long method,function,none,0
870,202400870,long method_ColumnBindingDialog#okPressed.java,long method,function,none,0
871,202400871,long method_ClassStructureImplByAsm#initialValue.java,long method,function,none,0
872,202400872,long method_CCacheInputStream#readAddr.java,long method,function,none,0
873,202400873,long method_CancelFrame#encodeHeader ByteBufAllocator.java,long method,function,none,0
874,202400874,long method_CachedRowSetImpl#getBytes int.java,long method,function,none,0
875,202400875,long method_BulletinDTO#getNodeAddress.java,long method,function,none,0
876,202400876,long method_Bean#addMethod Method.java,long method,function,none,0
877,202400877,long method_AbstractDelegatingLogger#finer String.java,long method,function,none,0
878,202400878,long method_Logger#info Supplier<String>.java,long method,function,none,0
879,202400879,long method_LexicographicComparator#compare int[]|int[].java,long method,function,none,0
880,202400880,long method_LabelAndNodeSizeProcessor#labelNextToPort LPort|boolean.java,long method,function,none,0
881,202400881,long method_KafkaAuthBinding#isPrivilegeForResource TSentryPrivilege|Resource.java,long method,function,none,0
882,202400882,long method_InputStream|String|int|int|int.java,long method,function,none,0
883,202400883,long method_InputInitializerCallback InitializerWrapper|EventHandler|TezVertexID.java,long method,function,none,0
884,202400884,long method_generateSub ITranslationEnvironment|long|OperandSize|String|String|List<ReilInstruction>.java,long method,function,none,0
885,202400885,long method_fromRSAPrivateKey RSAPrivateKey|String|String.java,long method,function,none,0
886,202400886,long method_enumerationToArray Enumeration<String>.java,long method,function,none,0
887,202400887,long method_decompress char[]|int|char[]|int|int.java,long method,function,none,0
888,202400888,long method_CustomerRestController#createIdentificationCard String|IdentificationCard.java,long method,function,none,0
889,202400889,long method_COSArrayList#subList int|int.java,long method,function,none,0
890,202400890,long method_copyBlobStoreKeys BlobStore|Subject|BlobStore|Subject.java,long method,function,none,0
891,202400891,long method_IntStack#peek int.java,long method,function,none,0
892,202400892,long method_QuadrupletonList#size.java,long method,function,none,0
893,202400893,long method_PagingParameters#toMap.java,long method,function,none,0
894,202400894,long method_PropertiesVocabSource Properties.java,long method,function,none,0
895,202400895,long method_NotQueryScorer#nextDoc.java,long method,function,none,0
896,202400896,long method_EPCell#initialize Attribute[]|ElementProcessor.java,long method,function,none,0
897,202400897,long method_StickyCookieSpec#parse Header|CookieOrigin.java,long method,function,none,0
898,202400898,long method_ToStringCreator#append String|Object.java,long method,function,none,0
899,202400899,long method_ContentNodeImpl#eSet int|Object.java,long method,function,none,0
900,202400900,long method_getAdjustOpdebuglineInfo.java,long method,function,none,0
901,202400901,long method_CleanerService#serviceInit Configuration.java,long method,function,none,0
902,202400902,long method_CaptureInfo#getImplicitPostfixParams TypeElement.java,long method,function,none,0
903,202400903,long method_ResultSetIterator#hasNext.java,long method,function,none,0
904,202400904,long method_Rankings#findRankOf Rankable.java,long method,function,none,0
905,202400905,long method_SqlSetOperator String|SqlKind|int|boolean.java,long method,function,none,0
906,202400906,long method_StringToBytesConverter#convertSchema String|WorkUnitState.java,long method,function,none,0
907,202400907,long method_TaskDataCache#getJobContext String.java,long method,function,none,0
908,202400908,long method_CachingUUIDFactory#cacheIfNecessary UUID.java,long method,function,none,0
909,202400909,long method_MessagingControllerAdviceBean#getBeanType.java,long method,function,none,0
910,202400910,long method_PropertiesConfigSet#moveConfigDown IBeansConfig.java,long method,function,none,0
911,202400911,long method_PartitionInfo#toString.java,long method,function,none,0
912,202400912,long method_GsonHttpMessageConverter#readTypeToken TypeToken<?>|HttpInputMessage.java,long method,function,none,0
913,202400913,long method_newInstance QueueInfo.java,long method,function,none,0
914,202400914,long method_SimpleList#checkAccess int.java,long method,function,none,0
915,202400915,long method_RegionProducer#messageToRegion Message.java,long method,function,none,0
916,202400916,long method_ASMifier#declareFrameTypes int|Object[].java,long method,function,none,0
917,202400917,long method_MapredMapper#configure boolean|TreeBuilder|Dataset.java,long method,function,none,0
918,202400918,long method_MetaDataPostLookupFilterImpl#getMetaDataValue MetaDataHit.java,long method,function,none,0
919,202400919,long method_ServiceHost#selectOwner String|String|Operation.java,long method,function,none,0
920,202400920,long method_NominalAttributeClassObserver#probabilityOfAttributeValueGivenClass double|int.java,long method,function,none,0
921,202400921,long method_MessageDispatchNotificationMarshaller#tightMarshal1 OpenWireFormat|Object|BooleanStream.java,long method,function,none,0
922,202400922,long method_RefreshServerJob#run IProgressMonitor.java,long method,function,none,0
923,202400923,long method_GrailsProjectPropertyTester#test Object|String|Object[]|Object.java,long method,function,none,0
924,202400924,long method_QueryFragmentCounters#recordAllocBytes long|long.java,long method,function,none,0
925,202400925,long method_CorruptFileBlocks#hashCode.java,long method,function,none,0
926,202400926,long method_Provision#resolve.java,long method,function,none,0
927,202400927,long method_GridCacheAffinityProxy#mapPartitionToPrimaryAndBackups int.java,long method,function,none,0
928,202400928,long method_DefaultAbstractBag#incSpillCount Enum|long.java,long method,function,none,0
929,202400929,long method_RouterHeartbeatService#updateStateAsync.java,long method,function,none,0
930,202400930,long method_compute8 long.java,long method,function,none,0
931,202400931,long method_ExpandingVisitor#canVisit ExprNode.java,long method,function,none,0
932,202400932,long method_OozieWorkflowEngine#resumeInstances Entity|Date|Date|Properties|List<LifeCycle>.java,long method,function,none,0
933,202400933,long method_RegexCharacterCollection#getPatternFindAnyCharacter.java,long method,function,none,0
934,202400934,long method_FTPClient#mlistDir String|FTPFileFilter.java,long method,function,none,0
935,202400935,long method_KeyboardFocusManager#getGlobalCurrentFocusCycleRoot.java,long method,function,none,0
936,202400936,long method_ImmutableMatchingRuleUseRegistry#getOidByName String.java,long method,function,none,0
937,202400937,long method_AbstractSourcePathResolver#getRelativeArchiveMemberPath SourcePath.java,long method,function,none,0
938,202400938,long method_LexState#testnext int.java,long method,function,none,0
939,202400939,long method_BundleInformationParser#processImportBundle BundleInformation|Attributes.java,long method,function,none,0
940,202400940,long method_ExtendedBlockProto#initFields.java,long method,function,none,0
941,202400941,long method_TaskRunnerCallable#setWmCountersDone.java,long method,function,none,0
942,202400942,long method_ControlFlowContextManager#innerToOuter.java,long method,function,none,0
943,202400943,long method_MemoryStorage#delete IdEntity.java,long method,function,none,0
944,202400944,long method_StringFormattedMessage Locale|String|Object.java,long method,function,none,0
945,202400945,long method_getFieldName int.java,long method,function,none,0
946,202400946,long method_Parameters.java,long method,function,none,0
947,202400947,long method_GenericTypedValue#writeToBuffer QpidByteBuffer.java,long method,function,none,0
948,202400948,long method_DMLModStatementNode#createTriggerDependencies TriggerDescriptorList|Dependent.java,long method,function,none,0
949,202400949,long method_d String|Throwable|String|Object.java,long method,function,none,0
950,202400950,long method_suggestArgumentNamesWithProposals IJavaProject|IMethodBinding.java,long method,function,none,0
951,202400951,long method_Builder#clear.java,long method,function,none,0
952,202400952,long method_getInputLabel TranslationProvider|Bundle|String|String|String|Locale.java,long method,function,none,0
953,202400953,long method_DataViewBase#getItemModels long|long.java,long method,function,none,0
954,202400954,long method_EhCacheManager#destroy.java,long method,function,none,0
955,202400955,long method_RaveError Class<?>|String|String.java,long method,function,none,0
956,202400956,long method_GrailsExplorerPreferencesPage#getText Object.java,long method,function,none,0
957,202400957,long method_NameValueCollection#addIfNotEmpty String|List<TValue>.java,long method,function,none,0
958,202400958,long method_LabelModelObject#getTo.java,long method,function,none,0
959,202400959,long method_IdentificationApiDocumentation#createScan String|String.java,long method,function,none,0
960,202400960,long method_ProvisionResourceHeader#getClause Resource.java,long method,function,none,0
961,202400961,long method_LaterunEvent String|String|String|long|long|String|String|String|int|String.java,long method,function,none,0
962,202400962,long method_StringInputDialog Shell|String|String|String|String.java,long method,function,none,0
963,202400963,long method_PortletURLTag286#handleDefaultEscapeXML.java,long method,function,none,0
964,202400964,long method_ClientDataRequestImpl#checkPostedFormData.java,long method,function,none,0
965,202400965,long method_AbstractEntity#subscribeToChildren Entity|Sensor<T>|SensorEventListener<? super T>.java,long method,function,none,0
966,202400966,long method_XQueryDeclarations#declareVariable String.java,long method,function,none,0
967,202400967,long method_OutputStreamEventReporter#printWithBanner String|char.java,long method,function,none,0
968,202400968,long method_PostgreSQLTypesNotificationParser#informBaseTypesNotification TypesNotificationContainer|SQLProvider.java,long method,function,none,0
969,202400969,long method_ApplicationDataBinderImpl#getPrivilegeTO Privilege.java,long method,function,none,0
970,202400970,long method_StatementHandle|int|int|int.java,long method,function,none,0
971,202400971,long method_AbstractLayoutManager#addChildLMs List.java,long method,function,none,0
972,202400972,long method_IntersectOrExceptNode#getFinalCostEstimate.java,long method,function,none,0
973,202400973,long method_SslDomainImpl#getTrustedCaDb.java,long method,function,none,0
974,202400974,long method_yArr int.java,long method,function,none,0
975,202400975,long method_UpdatableIterator#reset.java,long method,function,none,0
976,202400976,long method_TransactionalSend#flux.java,long method,function,none,0
977,202400977,long method_TextAreaBuilder#addLetterAdjust GlyphMapping.java,long method,function,none,0
978,202400978,long method_SimpleFileNameFormat#withTimeFormat String.java,long method,function,none,0
979,202400979,long method_SimpleAddressManager#addAddressInfo AddressInfo.java,long method,function,none,0
980,202400980,long method_SetEnvPaths#hashCode.java,long method,function,none,0
981,202400981,long method_Runner#run.java,long method,function,none,0
982,202400982,long method_RocksDBCachingPriorityQueueSet#deserializeElement byte[].java,long method,function,none,0
983,202400983,long method_ReversedType#fromJSONObject Object.java,long method,function,none,0
984,202400984,long method_ResourceChecker#call.java,long method,function,none,0
985,202400985,long method_RecorderCallback#onClose CachedOutputStream.java,long method,function,none,0
986,202400986,long method_RDFParserBuilder#fromString String.java,long method,function,none,0
987,202400987,long method_PolygonTests#test_contains_Point_BottomConcavePentagonTangentPoints.java,long method,function,none,0
988,202400988,long method_Pointer#dereference.java,long method,function,none,0
989,202400989,long method_NotInCollectionPredicate#accept Object.java,long method,function,none,0
990,202400990,long method_NodeStatus#isInitialized.java,long method,function,none,0
991,202400991,long method_validateDefault String|Schema|JsonNode.java,long method,function,none,0
992,202400992,long method_TextArea ITextContent|int|int|int|FontInfo.java,long method,function,none,0
993,202400993,long method_StreamServiceImpl#publish KapuaDataMessage|Long.java,long method,function,none,0
994,202400994,long method_shouldParkAfterFailedAcquire Node|Node.java,long method,function,none,0
995,202400995,long method_ShadowProviderGenerator RobolectricModel|ProcessingEnvironment|String|boolean|int.java,long method,function,none,0
996,202400996,long method_setLocationProviderEnabledForUser ContentResolver|String|boolean|int.java,long method,function,none,0
997,202400997,long method_ServiceDBStore#getServicePolicies Long|SearchFilter.java,long method,function,none,0
998,202400998,long method_removeUncomparableFieldsFromRecord Schema|Set<Schema>.java,long method,function,none,0
999,202400999,long method_Relation#startFollowing List<Relation>.java,long method,function,none,0
1000,2024001000,long method_RecurringDepositAccount#handleInstallmentTransaction RecurringDepositScheduleInstallment|Money|LocalDate.java,long method,function,none,0
1001,2024001001,long method_ProcedureManagerHost#loadInstance Class<?>.java,long method,function,none,0
1002,2024001002,long method_PrepareSource String|MediaSource|boolean|boolean.java,long method,function,none,0
1003,2024001003,long method_PRClientServerTestBase#createClientServerScenarion_SingleConnection ArrayList|int|int|int.java,long method,function,none,0
1004,2024001004,long method_PlainHttpConnection InetSocketAddress|HttpClientImpl.java,long method,function,none,0
1005,2024001005,long method_LogBuffer#getBeUint24 int.java,long method,function,none,0
1006,2024001006,long method_LocalFile#mkdirs.java,long method,function,none,0
1007,2024001007,long method_LoanRescheduleRequestRowMapper.java,long method,function,none,0
1008,2024001008,long method_LLVMAsForeignNode#doOther Object.java,long method,function,none,0
1009,2024001009,long method_JobRegisterServiceImpl#stopScheduler String.java,long method,function,none,0
1010,2024001010,long method_JDBCGroupDatabase#exists Group.java,long method,function,none,0
1011,2024001011,long method_JConsolePluginWrapper#initPluginService String.java,long method,function,none,0
1012,2024001012,long method_isDeprecated TypeMirror.java,long method,function,none,0
1013,2024001013,long method_IOReactorExecutor#execute IOEventHandlerFactory.java,long method,function,none,0
1014,2024001014,long method_InternalTwoParametersTestLanguageParser#rule__ParserRuleParameters__Group_1_2__1.java,long method,function,none,0
1015,2024001015,long method_inputStreamFromJar URL.java,long method,function,none,0
1016,2024001016,long method_IndexSearchOperatorNodePushable#close.java,long method,function,none,0
1017,2024001017,long method_HeartbeatTxnRangeResponse#addToAborted long.java,long method,function,none,0
1018,2024001018,long method_GitFlowPersistenceProvider#createFlowSnapshotMetdata Flow.java,long method,function,none,0
1019,2024001019,long method_getClassName String.java,long method,function,none,0
1020,2024001020,long method_getAvailableLocaleList.java,long method,function,none,0
1021,2024001021,long method_GenericURLContext#getContinuationContext Name.java,long method,function,none,0
1022,2024001022,long method_FOText#bidiLevelAt int.java,long method,function,none,0
1023,2024001023,long method_EvictionThread#evict.java,long method,function,none,0
1024,2024001024,long method_Entry#setValue V.java,long method,function,none,0
